MWG,NWG,KWG,MDIMC,NDIMC,MDIMA,NDIMB,KWI,VWM,VWN,STRM,STRN,SA,SB,Run_time
16,128,16,8,16,8,16,2,1,4,0,0,0,0,38.59
16,128,16,8,16,8,16,2,1,4,0,0,0,1,55.035000000000004
16,128,16,8,16,8,16,2,1,4,0,0,1,0,36.285000000000004
16,128,16,8,16,8,16,2,1,4,0,0,1,1,38.475
16,128,16,8,16,8,16,2,1,4,0,1,0,0,40.8925
16,128,16,8,16,8,16,2,1,4,0,1,0,1,51.4375
16,128,16,8,16,8,16,2,1,4,0,1,1,0,37.36
16,128,16,8,16,8,16,2,1,4,0,1,1,1,28.854999999999997
16,128,16,8,16,8,16,2,1,4,1,0,0,0,40.2425
16,128,16,8,16,8,16,2,1,4,1,0,0,1,57.0925
16,128,16,8,16,8,16,2,1,4,1,0,1,0,36.445
16,128,16,8,16,8,16,2,1,4,1,0,1,1,38.357499999999995
16,128,16,8,16,8,16,2,1,4,1,1,0,0,41.0625
16,128,16,8,16,8,16,2,1,4,1,1,0,1,53.19
16,128,16,8,16,8,16,2,1,4,1,1,1,0,37.4825
16,128,16,8,16,8,16,2,1,4,1,1,1,1,28.31
16,128,16,8,16,8,16,2,1,8,0,0,0,0,39.0175
16,128,16,8,16,8,16,2,1,8,0,0,0,1,63.3675
16,128,16,8,16,8,16,2,1,8,0,0,1,0,37.35
16,128,16,8,16,8,16,2,1,8,0,0,1,1,39.035000000000004
16,128,16,8,16,8,16,2,1,8,0,1,0,0,39.0525
16,128,16,8,16,8,16,2,1,8,0,1,0,1,63.265
16,128,16,8,16,8,16,2,1,8,0,1,1,0,37.2725
16,128,16,8,16,8,16,2,1,8,0,1,1,1,39.322500000000005
16,128,16,8,16,8,16,2,1,8,1,0,0,0,38.765
16,128,16,8,16,8,16,2,1,8,1,0,0,1,64.0675
16,128,16,8,16,8,16,2,1,8,1,0,1,0,37.84
16,128,16,8,16,8,16,2,1,8,1,0,1,1,38.1625
16,128,16,8,16,8,16,2,1,8,1,1,0,0,38.805
16,128,16,8,16,8,16,2,1,8,1,1,0,1,64.05000000000001
16,128,16,8,16,8,16,2,1,8,1,1,1,0,37.445
16,128,16,8,16,8,16,2,1,8,1,1,1,1,38.652499999999996
16,128,16,8,16,8,16,2,2,1,0,0,0,0,67.36500000000001
16,128,16,8,16,8,16,2,2,1,0,0,0,1,105.115
16,128,16,8,16,8,16,2,2,1,0,0,1,0,64.975
16,128,16,8,16,8,16,2,2,1,0,0,1,1,78.78999999999999
16,128,16,8,16,8,16,2,2,1,0,1,0,0,50.962500000000006
16,128,16,8,16,8,16,2,2,1,0,1,0,1,56.2375
16,128,16,8,16,8,16,2,2,1,0,1,1,0,47.697500000000005
16,128,16,8,16,8,16,2,2,1,0,1,1,1,38.2775
16,128,16,8,16,8,16,2,2,1,1,0,0,0,67.305
16,128,16,8,16,8,16,2,2,1,1,0,0,1,107.505
16,128,16,8,16,8,16,2,2,1,1,0,1,0,64.965
16,128,16,8,16,8,16,2,2,1,1,0,1,1,78.8625
16,128,16,8,16,8,16,2,2,1,1,1,0,0,51.012499999999996
16,128,16,8,16,8,16,2,2,1,1,1,0,1,55.23
16,128,16,8,16,8,16,2,2,1,1,1,1,0,47.72
16,128,16,8,16,8,16,2,2,1,1,1,1,1,38.247499999999995
16,128,16,8,16,8,16,2,2,2,0,0,0,0,37.072500000000005
16,128,16,8,16,8,16,2,2,2,0,0,0,1,68.81
16,128,16,8,16,8,16,2,2,2,0,0,1,0,34.7825
16,128,16,8,16,8,16,2,2,2,0,0,1,1,52.277499999999996
16,128,16,8,16,8,16,2,2,2,0,1,0,0,37.8
16,128,16,8,16,8,16,2,2,2,0,1,0,1,45.7025
16,128,16,8,16,8,16,2,2,2,0,1,1,0,33.72
16,128,16,8,16,8,16,2,2,2,0,1,1,1,23.629999999999995
16,128,16,8,16,8,16,2,2,2,1,0,0,0,36.972500000000004
16,128,16,8,16,8,16,2,2,2,1,0,0,1,65.95249999999999
16,128,16,8,16,8,16,2,2,2,1,0,1,0,34.7325
16,128,16,8,16,8,16,2,2,2,1,0,1,1,52.0875
16,128,16,8,16,8,16,2,2,2,1,1,0,0,37.9075
16,128,16,8,16,8,16,2,2,2,1,1,0,1,46.0525
16,128,16,8,16,8,16,2,2,2,1,1,1,0,33.69499999999999
16,128,16,8,16,8,16,2,2,2,1,1,1,1,23.52
16,128,16,8,16,8,16,2,2,4,0,0,0,0,34.865
16,128,16,8,16,8,16,2,2,4,0,0,0,1,47.94
16,128,16,8,16,8,16,2,2,4,0,0,1,0,32.5725
16,128,16,8,16,8,16,2,2,4,0,0,1,1,32.4775
16,128,16,8,16,8,16,2,2,4,0,1,0,0,35.8575
16,128,16,8,16,8,16,2,2,4,0,1,0,1,41.137499999999996
16,128,16,8,16,8,16,2,2,4,0,1,1,0,32.67
16,128,16,8,16,8,16,2,2,4,0,1,1,1,24.485
16,128,16,8,16,8,16,2,2,4,1,0,0,0,34.8675
16,128,16,8,16,8,16,2,2,4,1,0,0,1,48.66
16,128,16,8,16,8,16,2,2,4,1,0,1,0,32.595
16,128,16,8,16,8,16,2,2,4,1,0,1,1,32.5
16,128,16,8,16,8,16,2,2,4,1,1,0,0,35.8775
16,128,16,8,16,8,16,2,2,4,1,1,0,1,42.0975
16,128,16,8,16,8,16,2,2,4,1,1,1,0,32.6725
16,128,16,8,16,8,16,2,2,4,1,1,1,1,24.7225
16,128,16,8,16,8,16,2,2,8,0,0,0,0,35.8325
16,128,16,8,16,8,16,2,2,8,0,0,0,1,55.8125
16,128,16,8,16,8,16,2,2,8,0,0,1,0,30.865000000000002
16,128,16,8,16,8,16,2,2,8,0,0,1,1,35.2525
16,128,16,8,16,8,16,2,2,8,0,1,0,0,35.79
16,128,16,8,16,8,16,2,2,8,0,1,0,1,55.87500000000001
16,128,16,8,16,8,16,2,2,8,0,1,1,0,31.39
16,128,16,8,16,8,16,2,2,8,0,1,1,1,35.027499999999996
16,128,16,8,16,8,16,2,2,8,1,0,0,0,35.832499999999996
16,128,16,8,16,8,16,2,2,8,1,0,0,1,51.5
16,128,16,8,16,8,16,2,2,8,1,0,1,0,30.83
16,128,16,8,16,8,16,2,2,8,1,0,1,1,34.8725
16,128,16,8,16,8,16,2,2,8,1,1,0,0,35.807500000000005
16,128,16,8,16,8,16,2,2,8,1,1,0,1,51.5275
16,128,16,8,16,8,16,2,2,8,1,1,1,0,31.4075
16,128,16,8,16,8,16,2,2,8,1,1,1,1,34.7775
16,128,16,8,16,8,16,8,1,1,0,0,0,0,71.2775
16,128,16,8,16,8,16,8,1,1,0,0,0,1,113.6175
16,128,16,8,16,8,16,8,1,1,0,0,1,0,67.425
16,128,16,8,16,8,16,8,1,1,0,0,1,1,88.49499999999999
16,128,16,8,16,8,16,8,1,1,0,1,0,0,52.4775
16,128,16,8,16,8,16,8,1,1,0,1,0,1,54.2825
16,128,16,8,16,8,16,8,1,1,0,1,1,0,49.489999999999995
16,128,16,8,16,8,16,8,1,1,0,1,1,1,41.8175
16,128,16,8,16,8,16,8,1,1,1,0,0,0,68.6475
16,128,16,8,16,8,16,8,1,1,1,0,0,1,113.945
16,128,16,8,16,8,16,8,1,1,1,0,1,0,65.42500000000001
16,128,16,8,16,8,16,8,1,1,1,0,1,1,85.9375
16,128,16,8,16,8,16,8,1,1,1,1,0,0,52.027499999999996
16,128,16,8,16,8,16,8,1,1,1,1,0,1,58.0325
16,128,16,8,16,8,16,8,1,1,1,1,1,0,48.2275
16,128,16,8,16,8,16,8,1,1,1,1,1,1,41.47749999999999
16,128,16,8,16,8,16,8,1,2,0,0,0,0,40.3675
16,128,16,8,16,8,16,8,1,2,0,0,0,1,73.995
16,128,16,8,16,8,16,8,1,2,0,0,1,0,39.96
16,128,16,8,16,8,16,8,1,2,0,0,1,1,56.27
16,128,16,8,16,8,16,8,1,2,0,1,0,0,41.1325
16,128,16,8,16,8,16,8,1,2,0,1,0,1,50.199999999999996
16,128,16,8,16,8,16,8,1,2,0,1,1,0,41.23
16,128,16,8,16,8,16,8,1,2,0,1,1,1,29.725
16,128,16,8,16,8,16,8,1,2,1,0,0,0,40.3125
16,128,16,8,16,8,16,8,1,2,1,0,0,1,72.79
16,128,16,8,16,8,16,8,1,2,1,0,1,0,40.26
16,128,16,8,16,8,16,8,1,2,1,0,1,1,56.597500000000004
16,128,16,8,16,8,16,8,1,2,1,1,0,0,40.58
16,128,16,8,16,8,16,8,1,2,1,1,0,1,51.3075
16,128,16,8,16,8,16,8,1,2,1,1,1,0,41.9775
16,128,16,8,16,8,16,8,1,2,1,1,1,1,29.665000000000003
16,128,16,8,16,8,16,8,1,4,0,0,0,0,38.86
16,128,16,8,16,8,16,8,1,4,0,0,0,1,57.567499999999995
16,128,16,8,16,8,16,8,1,4,0,0,1,0,36.6325
16,128,16,8,16,8,16,8,1,4,0,0,1,1,39.415000000000006
16,128,16,8,16,8,16,8,1,4,0,1,0,0,39.845
16,128,16,8,16,8,16,8,1,4,0,1,0,1,42.817499999999995
16,128,16,8,16,8,16,8,1,4,0,1,1,0,37.1275
16,128,16,8,16,8,16,8,1,4,0,1,1,1,29.5925
16,128,16,8,16,8,16,8,1,4,1,0,0,0,39.1775
16,128,16,8,16,8,16,8,1,4,1,0,0,1,57.9875
16,128,16,8,16,8,16,8,1,4,1,0,1,0,37.075
16,128,16,8,16,8,16,8,1,4,1,0,1,1,38.57
16,128,16,8,16,8,16,8,1,4,1,1,0,0,39.28
16,128,16,8,16,8,16,8,1,4,1,1,0,1,47.0725
16,128,16,8,16,8,16,8,1,4,1,1,1,0,37.65
16,128,16,8,16,8,16,8,1,4,1,1,1,1,29.155
16,128,16,8,16,8,16,8,1,8,0,0,0,0,38.1
16,128,16,8,16,8,16,8,1,8,0,0,0,1,55.58
16,128,16,8,16,8,16,8,1,8,0,0,1,0,36.3325
16,128,16,8,16,8,16,8,1,8,0,0,1,1,39.9925
16,128,16,8,16,8,16,8,1,8,0,1,0,0,38.14
16,128,16,8,16,8,16,8,1,8,0,1,0,1,55.53
16,128,16,8,16,8,16,8,1,8,0,1,1,0,37.4625
16,128,16,8,16,8,16,8,1,8,0,1,1,1,40.379999999999995
16,128,16,8,16,8,16,8,1,8,1,0,0,0,38.205
16,128,16,8,16,8,16,8,1,8,1,0,0,1,60.50749999999999
16,128,16,8,16,8,16,8,1,8,1,0,1,0,36.6825
16,128,16,8,16,8,16,8,1,8,1,0,1,1,39.120000000000005
16,128,16,8,16,8,16,8,1,8,1,1,0,0,38.120000000000005
16,128,16,8,16,8,16,8,1,8,1,1,0,1,60.542500000000004
16,128,16,8,16,8,16,8,1,8,1,1,1,0,37.849999999999994
16,128,16,8,16,8,16,8,1,8,1,1,1,1,39.4775
16,128,16,8,16,8,16,8,2,1,0,0,0,0,68.6075
16,128,16,8,16,8,16,8,2,1,0,0,0,1,101.72999999999999
16,128,16,8,16,8,16,8,2,1,0,0,1,0,66.22999999999999
16,128,16,8,16,8,16,8,2,1,0,0,1,1,78.74
16,128,16,8,16,8,16,8,2,1,0,1,0,0,52.845
16,128,16,8,16,8,16,8,2,1,0,1,0,1,55.8575
16,128,16,8,16,8,16,8,2,1,0,1,1,0,44.5
16,128,16,8,16,8,16,8,2,1,0,1,1,1,39.1425
16,128,16,8,16,8,16,8,2,1,1,0,0,0,68.6475
16,128,16,8,16,8,16,8,2,1,1,0,0,1,103.6375
16,128,16,8,16,8,16,8,2,1,1,0,1,0,65.115
16,128,16,8,16,8,16,8,2,1,1,0,1,1,77.8625
16,128,16,8,16,8,16,8,2,1,1,1,0,0,51.917500000000004
16,128,16,8,16,8,16,8,2,1,1,1,0,1,54.1725
16,128,16,8,16,8,16,8,2,1,1,1,1,0,43.607499999999995
16,128,16,8,16,8,16,8,2,1,1,1,1,1,38.504999999999995
16,128,16,8,16,8,16,8,2,2,0,0,0,0,36.9775
16,128,16,8,16,8,16,8,2,2,0,0,0,1,62.352500000000006
16,128,16,8,16,8,16,8,2,2,0,0,1,0,34.8425
16,128,16,8,16,8,16,8,2,2,0,0,1,1,51.925
16,128,16,8,16,8,16,8,2,2,0,1,0,0,37.8475
16,128,16,8,16,8,16,8,2,2,0,1,0,1,45.34
16,128,16,8,16,8,16,8,2,2,0,1,1,0,33.95
16,128,16,8,16,8,16,8,2,2,0,1,1,1,23.575
16,128,16,8,16,8,16,8,2,2,1,0,0,0,36.947500000000005
16,128,16,8,16,8,16,8,2,2,1,0,0,1,62.385
16,128,16,8,16,8,16,8,2,2,1,0,1,0,34.7475
16,128,16,8,16,8,16,8,2,2,1,0,1,1,51.739999999999995
16,128,16,8,16,8,16,8,2,2,1,1,0,0,37.767500000000005
16,128,16,8,16,8,16,8,2,2,1,1,0,1,46.235
16,128,16,8,16,8,16,8,2,2,1,1,1,0,33.92
16,128,16,8,16,8,16,8,2,2,1,1,1,1,23.615
16,128,16,8,16,8,16,8,2,4,0,0,0,0,34.8925
16,128,16,8,16,8,16,8,2,4,0,0,0,1,49.315
16,128,16,8,16,8,16,8,2,4,0,0,1,0,32.599999999999994
16,128,16,8,16,8,16,8,2,4,0,0,1,1,32.3975
16,128,16,8,16,8,16,8,2,4,0,1,0,0,35.900000000000006
16,128,16,8,16,8,16,8,2,4,0,1,0,1,40.82
16,128,16,8,16,8,16,8,2,4,0,1,1,0,32.6525
16,128,16,8,16,8,16,8,2,4,0,1,1,1,24.4375
16,128,16,8,16,8,16,8,2,4,1,0,0,0,34.8525
16,128,16,8,16,8,16,8,2,4,1,0,0,1,47.57
16,128,16,8,16,8,16,8,2,4,1,0,1,0,32.587500000000006
16,128,16,8,16,8,16,8,2,4,1,0,1,1,32.432500000000005
16,128,16,8,16,8,16,8,2,4,1,1,0,0,35.965
16,128,16,8,16,8,16,8,2,4,1,1,0,1,38.885
16,128,16,8,16,8,16,8,2,4,1,1,1,0,32.6475
16,128,16,8,16,8,16,8,2,4,1,1,1,1,24.562499999999996
16,128,16,8,16,8,16,8,2,8,0,0,0,0,34.120000000000005
16,128,16,8,16,8,16,8,2,8,0,0,0,1,53.435
16,128,16,8,16,8,16,8,2,8,0,0,1,0,30.840000000000003
16,128,16,8,16,8,16,8,2,8,0,0,1,1,35.1875
16,128,16,8,16,8,16,8,2,8,0,1,0,0,34.1425
16,128,16,8,16,8,16,8,2,8,0,1,0,1,53.435
16,128,16,8,16,8,16,8,2,8,0,1,1,0,31.347499999999997
16,128,16,8,16,8,16,8,2,8,0,1,1,1,34.985
16,128,16,8,16,8,16,8,2,8,1,0,0,0,34.105
16,128,16,8,16,8,16,8,2,8,1,0,0,1,52.472500000000004
16,128,16,8,16,8,16,8,2,8,1,0,1,0,30.8475
16,128,16,8,16,8,16,8,2,8,1,0,1,1,35.0375
16,128,16,8,16,8,16,8,2,8,1,1,0,0,34.1225
16,128,16,8,16,8,16,8,2,8,1,1,0,1,52.5
16,128,16,8,16,8,16,8,2,8,1,1,1,0,31.425
16,128,16,8,16,8,16,8,2,8,1,1,1,1,35.0125
16,128,16,8,16,8,32,2,1,1,0,0,0,0,71.23249999999999
16,128,16,8,16,8,32,2,1,1,0,0,0,1,76.44999999999999
16,128,16,8,16,8,32,2,1,1,0,0,1,0,66.19749999999999
16,128,16,8,16,8,32,2,1,1,0,0,1,1,54.269999999999996
16,128,16,8,16,8,32,2,1,1,0,1,0,0,52.332499999999996
16,128,16,8,16,8,32,2,1,1,0,1,0,1,58.307500000000005
16,128,16,8,16,8,32,2,1,1,0,1,1,0,47.332499999999996
16,128,16,8,16,8,32,2,1,1,0,1,1,1,35.075
16,128,16,8,16,8,32,2,1,1,1,0,0,0,67.55
16,128,16,8,16,8,32,2,1,1,1,0,0,1,75.51249999999999
16,128,16,8,16,8,32,2,1,1,1,0,1,0,65.3275
16,128,16,8,16,8,32,2,1,1,1,0,1,1,56.11
16,128,16,8,16,8,32,2,1,1,1,1,0,0,52.885000000000005
16,128,16,8,16,8,32,2,1,1,1,1,0,1,62.7825
16,128,16,8,16,8,32,2,1,1,1,1,1,0,47.4375
16,128,16,8,16,8,32,2,1,1,1,1,1,1,35.305
16,128,16,8,16,8,32,2,1,2,0,0,0,0,41.7575
16,128,16,8,16,8,32,2,1,2,0,0,0,1,55.425
16,128,16,8,16,8,32,2,1,2,0,0,1,0,38.235
16,128,16,8,16,8,32,2,1,2,0,0,1,1,37.4225
16,128,16,8,16,8,32,2,1,2,0,1,0,0,43.2725
16,128,16,8,16,8,32,2,1,2,0,1,0,1,52.7525
16,128,16,8,16,8,32,2,1,2,0,1,1,0,38.292500000000004
16,128,16,8,16,8,32,2,1,2,0,1,1,1,28.877499999999998
16,128,16,8,16,8,32,2,1,2,1,0,0,0,42.7325
16,128,16,8,16,8,32,2,1,2,1,0,0,1,58.307500000000005
16,128,16,8,16,8,32,2,1,2,1,0,1,0,38.1125
16,128,16,8,16,8,32,2,1,2,1,0,1,1,36.6775
16,128,16,8,16,8,32,2,1,2,1,1,0,0,42.997499999999995
16,128,16,8,16,8,32,2,1,2,1,1,0,1,53.4
16,128,16,8,16,8,32,2,1,2,1,1,1,0,39.125
16,128,16,8,16,8,32,2,1,2,1,1,1,1,28.45
16,128,16,8,16,8,32,2,1,4,0,0,0,0,38.50750000000001
16,128,16,8,16,8,32,2,1,4,0,0,0,1,48.42
16,128,16,8,16,8,32,2,1,4,0,0,1,0,36.230000000000004
16,128,16,8,16,8,32,2,1,4,0,0,1,1,29.6025
16,128,16,8,16,8,32,2,1,4,0,1,0,0,41.68
16,128,16,8,16,8,32,2,1,4,0,1,0,1,49.2175
16,128,16,8,16,8,32,2,1,4,0,1,1,0,37.8925
16,128,16,8,16,8,32,2,1,4,0,1,1,1,29.422500000000003
16,128,16,8,16,8,32,2,1,4,1,0,0,0,40.94
16,128,16,8,16,8,32,2,1,4,1,0,0,1,53.735
16,128,16,8,16,8,32,2,1,4,1,0,1,0,37.315
16,128,16,8,16,8,32,2,1,4,1,0,1,1,29.02
16,128,16,8,16,8,32,2,1,4,1,1,0,0,41.915
16,128,16,8,16,8,32,2,1,4,1,1,0,1,53.715
16,128,16,8,16,8,32,2,1,4,1,1,1,0,38.1225
16,128,16,8,16,8,32,2,1,4,1,1,1,1,29.12
16,128,16,8,16,8,32,2,2,1,0,0,0,0,68.705
16,128,16,8,16,8,32,2,2,1,0,0,0,1,66.24249999999999
16,128,16,8,16,8,32,2,2,1,0,0,1,0,66.34
16,128,16,8,16,8,32,2,2,1,0,0,1,1,50.730000000000004
16,128,16,8,16,8,32,2,2,1,0,1,0,0,52.2525
16,128,16,8,16,8,32,2,2,1,0,1,0,1,51.1825
16,128,16,8,16,8,32,2,2,1,0,1,1,0,48.260000000000005
16,128,16,8,16,8,32,2,2,1,0,1,1,1,32.9425
16,128,16,8,16,8,32,2,2,1,1,0,0,0,68.5875
16,128,16,8,16,8,32,2,2,1,1,0,0,1,68.6625
16,128,16,8,16,8,32,2,2,1,1,0,1,0,66.155
16,128,16,8,16,8,32,2,2,1,1,0,1,1,50.14
16,128,16,8,16,8,32,2,2,1,1,1,0,0,51.9825
16,128,16,8,16,8,32,2,2,1,1,1,0,1,52.005
16,128,16,8,16,8,32,2,2,1,1,1,1,0,48.275
16,128,16,8,16,8,32,2,2,1,1,1,1,1,32.92
16,128,16,8,16,8,32,2,2,2,0,0,0,0,37.765
16,128,16,8,16,8,32,2,2,2,0,0,0,1,42.97
16,128,16,8,16,8,32,2,2,2,0,0,1,0,35.3575
16,128,16,8,16,8,32,2,2,2,0,0,1,1,34.325
16,128,16,8,16,8,32,2,2,2,0,1,0,0,38.587500000000006
16,128,16,8,16,8,32,2,2,2,0,1,0,1,47.167500000000004
16,128,16,8,16,8,32,2,2,2,0,1,1,0,34.315
16,128,16,8,16,8,32,2,2,2,0,1,1,1,26.4575
16,128,16,8,16,8,32,2,2,2,1,0,0,0,37.717499999999994
16,128,16,8,16,8,32,2,2,2,1,0,0,1,43.1475
16,128,16,8,16,8,32,2,2,2,1,0,1,0,35.44
16,128,16,8,16,8,32,2,2,2,1,0,1,1,34.435
16,128,16,8,16,8,32,2,2,2,1,1,0,0,38.567499999999995
16,128,16,8,16,8,32,2,2,2,1,1,0,1,48.4275
16,128,16,8,16,8,32,2,2,2,1,1,1,0,34.4075
16,128,16,8,16,8,32,2,2,2,1,1,1,1,25.7825
16,128,16,8,16,8,32,2,2,4,0,0,0,0,35.480000000000004
16,128,16,8,16,8,32,2,2,4,0,0,0,1,42.33
16,128,16,8,16,8,32,2,2,4,0,0,1,0,33.135
16,128,16,8,16,8,32,2,2,4,0,0,1,1,25.927500000000002
16,128,16,8,16,8,32,2,2,4,0,1,0,0,36.4875
16,128,16,8,16,8,32,2,2,4,0,1,0,1,41.93
16,128,16,8,16,8,32,2,2,4,0,1,1,0,33.24
16,128,16,8,16,8,32,2,2,4,0,1,1,1,25.459999999999997
16,128,16,8,16,8,32,2,2,4,1,0,0,0,35.52
16,128,16,8,16,8,32,2,2,4,1,0,0,1,41.2475
16,128,16,8,16,8,32,2,2,4,1,0,1,0,33.175
16,128,16,8,16,8,32,2,2,4,1,0,1,1,25.9575
16,128,16,8,16,8,32,2,2,4,1,1,0,0,36.52
16,128,16,8,16,8,32,2,2,4,1,1,0,1,38.76
16,128,16,8,16,8,32,2,2,4,1,1,1,0,33.2825
16,128,16,8,16,8,32,2,2,4,1,1,1,1,25.652499999999996
16,128,16,8,16,8,32,8,1,1,0,0,0,0,72.5325
16,128,16,8,16,8,32,8,1,1,0,0,0,1,75.62
16,128,16,8,16,8,32,8,1,1,0,0,1,0,67.64
16,128,16,8,16,8,32,8,1,1,0,0,1,1,55.665
16,128,16,8,16,8,32,8,1,1,0,1,0,0,52.504999999999995
16,128,16,8,16,8,32,8,1,1,0,1,0,1,50.715
16,128,16,8,16,8,32,8,1,1,0,1,1,0,49.51
16,128,16,8,16,8,32,8,1,1,0,1,1,1,35.349999999999994
16,128,16,8,16,8,32,8,1,1,1,0,0,0,68.63499999999999
16,128,16,8,16,8,32,8,1,1,1,0,0,1,77.3375
16,128,16,8,16,8,32,8,1,1,1,0,1,0,66.6825
16,128,16,8,16,8,32,8,1,1,1,0,1,1,55.6375
16,128,16,8,16,8,32,8,1,1,1,1,0,0,52.677499999999995
16,128,16,8,16,8,32,8,1,1,1,1,0,1,52.9875
16,128,16,8,16,8,32,8,1,1,1,1,1,0,48.92
16,128,16,8,16,8,32,8,1,1,1,1,1,1,35.027499999999996
16,128,16,8,16,8,32,8,1,2,0,0,0,0,41.085
16,128,16,8,16,8,32,8,1,2,0,0,0,1,52.0775
16,128,16,8,16,8,32,8,1,2,0,0,1,0,39.9825
16,128,16,8,16,8,32,8,1,2,0,0,1,1,36.865
16,128,16,8,16,8,32,8,1,2,0,1,0,0,41.08
16,128,16,8,16,8,32,8,1,2,0,1,0,1,49.87
16,128,16,8,16,8,32,8,1,2,0,1,1,0,41.18
16,128,16,8,16,8,32,8,1,2,0,1,1,1,28.895
16,128,16,8,16,8,32,8,1,2,1,0,0,0,40.394999999999996
16,128,16,8,16,8,32,8,1,2,1,0,0,1,54.637499999999996
16,128,16,8,16,8,32,8,1,2,1,0,1,0,40.28
16,128,16,8,16,8,32,8,1,2,1,0,1,1,37.42
16,128,16,8,16,8,32,8,1,2,1,1,0,0,40.64
16,128,16,8,16,8,32,8,1,2,1,1,0,1,52.58
16,128,16,8,16,8,32,8,1,2,1,1,1,0,41.964999999999996
16,128,16,8,16,8,32,8,1,2,1,1,1,1,28.8725
16,128,16,8,16,8,32,8,1,4,0,0,0,0,38.8025
16,128,16,8,16,8,32,8,1,4,0,0,0,1,44.9375
16,128,16,8,16,8,32,8,1,4,0,0,1,0,36.64
16,128,16,8,16,8,32,8,1,4,0,0,1,1,28.835
16,128,16,8,16,8,32,8,1,4,0,1,0,0,39.877500000000005
16,128,16,8,16,8,32,8,1,4,0,1,0,1,43.2175
16,128,16,8,16,8,32,8,1,4,0,1,1,0,37.0375
16,128,16,8,16,8,32,8,1,4,0,1,1,1,28.637500000000003
16,128,16,8,16,8,32,8,1,4,1,0,0,0,39.275000000000006
16,128,16,8,16,8,32,8,1,4,1,0,0,1,43.4825
16,128,16,8,16,8,32,8,1,4,1,0,1,0,37.0875
16,128,16,8,16,8,32,8,1,4,1,0,1,1,28.6025
16,128,16,8,16,8,32,8,1,4,1,1,0,0,39.2775
16,128,16,8,16,8,32,8,1,4,1,1,0,1,44.7125
16,128,16,8,16,8,32,8,1,4,1,1,1,0,37.63
16,128,16,8,16,8,32,8,1,4,1,1,1,1,28.5125
16,128,16,8,16,8,32,8,2,1,0,0,0,0,68.7025
16,128,16,8,16,8,32,8,2,1,0,0,0,1,67.565
16,128,16,8,16,8,32,8,2,1,0,0,1,0,66.165
16,128,16,8,16,8,32,8,2,1,0,0,1,1,49.019999999999996
16,128,16,8,16,8,32,8,2,1,0,1,0,0,52.9625
16,128,16,8,16,8,32,8,2,1,0,1,0,1,50.567499999999995
16,128,16,8,16,8,32,8,2,1,0,1,1,0,44.515
16,128,16,8,16,8,32,8,2,1,0,1,1,1,32.8925
16,128,16,8,16,8,32,8,2,1,1,0,0,0,68.70750000000001
16,128,16,8,16,8,32,8,2,1,1,0,0,1,63.352500000000006
16,128,16,8,16,8,32,8,2,1,1,0,1,0,66.285
16,128,16,8,16,8,32,8,2,1,1,0,1,1,48.905
16,128,16,8,16,8,32,8,2,1,1,1,0,0,53.059999999999995
16,128,16,8,16,8,32,8,2,1,1,1,0,1,49.777499999999996
16,128,16,8,16,8,32,8,2,1,1,1,1,0,44.2475
16,128,16,8,16,8,32,8,2,1,1,1,1,1,32.95
16,128,16,8,16,8,32,8,2,2,0,0,0,0,37.6275
16,128,16,8,16,8,32,8,2,2,0,0,0,1,40.8275
16,128,16,8,16,8,32,8,2,2,0,0,1,0,35.4725
16,128,16,8,16,8,32,8,2,2,0,0,1,1,34.29
16,128,16,8,16,8,32,8,2,2,0,1,0,0,38.6225
16,128,16,8,16,8,32,8,2,2,0,1,0,1,47.474999999999994
16,128,16,8,16,8,32,8,2,2,0,1,1,0,34.5225
16,128,16,8,16,8,32,8,2,2,0,1,1,1,26.464999999999996
16,128,16,8,16,8,32,8,2,2,1,0,0,0,37.5875
16,128,16,8,16,8,32,8,2,2,1,0,0,1,42.0125
16,128,16,8,16,8,32,8,2,2,1,0,1,0,35.425
16,128,16,8,16,8,32,8,2,2,1,0,1,1,34.2325
16,128,16,8,16,8,32,8,2,2,1,1,0,0,38.4875
16,128,16,8,16,8,32,8,2,2,1,1,0,1,48.099999999999994
16,128,16,8,16,8,32,8,2,2,1,1,1,0,34.535
16,128,16,8,16,8,32,8,2,2,1,1,1,1,25.7875
16,128,16,8,16,8,32,8,2,4,0,0,0,0,35.52
16,128,16,8,16,8,32,8,2,4,0,0,0,1,37.675
16,128,16,8,16,8,32,8,2,4,0,0,1,0,33.1525
16,128,16,8,16,8,32,8,2,4,0,0,1,1,26.1025
16,128,16,8,16,8,32,8,2,4,0,1,0,0,36.6325
16,128,16,8,16,8,32,8,2,4,0,1,0,1,37.9775
16,128,16,8,16,8,32,8,2,4,0,1,1,0,33.8175
16,128,16,8,16,8,32,8,2,4,0,1,1,1,26.2225
16,128,16,8,16,8,32,8,2,4,1,0,0,0,36.025
16,128,16,8,16,8,32,8,2,4,1,0,0,1,38.0075
16,128,16,8,16,8,32,8,2,4,1,0,1,0,33.76
16,128,16,8,16,8,32,8,2,4,1,0,1,1,26.652499999999996
16,128,16,8,16,8,32,8,2,4,1,1,0,0,37.2425
16,128,16,8,16,8,32,8,2,4,1,1,0,1,38.0475
16,128,16,8,16,8,32,8,2,4,1,1,1,0,33.865
16,128,16,8,16,8,32,8,2,4,1,1,1,1,26.385
