Destination Port,Flow Duration,Total Fwd Packets,Total Backward Packets,Total Length of Fwd Packets,Total Length of Bwd Packets,Fwd Packet Length Max,Fwd Packet Length Min,Fwd Packet Length Mean,Fwd Packet Length Std,Bwd Packet Length Max,Bwd Packet Length Min,Bwd Packet Length Mean,Bwd Packet Length Std,Flow Bytes/s,Flow Packets/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Total,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Total,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Length,Bwd Header Length,Fwd Packets/s,Bwd Packets/s,Min Packet Length,Max Packet Length,Packet Length Mean,Packet Length Std,Packet Length Variance,FIN Flag Count,SYN Flag Count,RST Flag Count,PSH Flag Count,ACK Flag Count,URG Flag Count,CWE Flag Count,ECE Flag Count,Down/Up Ratio,Average Packet Size,Avg Fwd Segment Size,Avg Bwd Segment Size,Fwd Header Length.1,Fwd Avg Bytes/Bulk,Fwd Avg Packets/Bulk,Fwd Avg Bulk Rate,Bwd Avg Bytes/Bulk,Bwd Avg Packets/Bulk,Bwd Avg Bulk Rate,Subflow Fwd Packets,Subflow Fwd Bytes,Subflow Bwd Packets,Subflow Bwd Bytes,Init_Win_bytes_forward,Init_Win_bytes_backward,act_data_pkt_fwd,min_seg_size_forward,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Label
53.0,30543.0,1.0,1.0,86.0,164.0,86.0,86.0,86.0,0.0,164.0,164.0,164.0,0.0,8185.181547,65.48145238,30543.0,0.0,30543.0,30543.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,20.0,32.74072619,32.74072619,86.0,164.0,112.0,45.033321,2028.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,168.0,86.0,164.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,86.0,1.0,164.0,-1.0,-1.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
80.0,129557.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.43722068,129557.0,0.0,129557.0,129557.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,32.0,7.718610341,7.718610341,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,245.0,886.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
55812.0,464.0,2.0,0.0,12.0,0.0,6.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,25862.0689655172,4310.3448275862,464.0,0.0,464.0,464.0,464.0,464.0,0.0,464.0,464.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,4310.3448275862,0.0,6.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,9.0,6.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,12.0,0.0,0.0,913.0,-1.0,1.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
443.0,5895.0,3.0,1.0,12.0,1460.0,6.0,0.0,4.0,3.4641016151,1460.0,1460.0,1460.0,0.0,249703.138252757,678.5411365564,1965.0,3248.3712841977,5715.0,19.0,5895.0,2947.5,3913.8360338675,5715.0,180.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.0,20.0,508.9058524173,169.6352841391,0.0,1460.0,294.4,651.597114788,424578.8,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,368.0,4.0,1460.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,12.0,1.0,1460.0,16425.0,245.0,2.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
443.0,5316682.0,8.0,6.0,374.0,3603.0,193.0,0.0,46.75,72.4524474594,1428.0,0.0,600.5,665.5306905019,748.0229210624,2.6332212459,408975.538461538,1335823.56636793,4850451.0,4.0,5316682.0,759526.0,1806640.76104013,4850451.0,4.0,184963.0,36992.6,50026.7724353671,95694.0,47.0,0.0,0.0,0.0,0.0,172.0,132.0,1.5046978548,1.1285233911,0.0,1428.0,265.1333333333,491.2121838104,241289.409523809,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,284.0714285714,46.75,600.5,172.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,374.0,6.0,3603.0,8192.0,232.0,7.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
53.0,32747.0,2.0,2.0,60.0,194.0,30.0,30.0,30.0,0.0,97.0,97.0,97.0,0.0,7756.435704,122.1485938,10915.66667,18823.35083,32651.0,48.0,48.0,48.0,0.0,48.0,48.0,48.0,48.0,0.0,48.0,48.0,0.0,0.0,0.0,0.0,40.0,80.0,61.07429688,61.07429688,30.0,97.0,56.8,36.69741135,1346.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,71.0,30.0,97.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,60.0,2.0,194.0,-1.0,-1.0,1.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
60795.0,5283335.0,1.0,5.0,6.0,30.0,6.0,6.0,6.0,0.0,6.0,6.0,6.0,0.0,6.813877977,1.135646329,1056667.0,2353313.742,5266395.0,1.0,0.0,0.0,0.0,0.0,0.0,5276905.0,1319226.25,2631450.492,5266395.0,1.0,0.0,0.0,0.0,0.0,20.0,100.0,0.189274388,0.946371941,6.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,5.0,7.0,6.0,6.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,5.0,30.0,229.0,0.0,0.0,20.0,16940.0,0.0,16940.0,16940.0,5266395.0,0.0,5266395.0,5266395.0,0
33256.0,560.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3571.428571,560.0,0.0,560.0,560.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,32.0,1785.714286,1785.714286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,227.0,229.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
443.0,116621579.0,28.0,30.0,1263.0,47750.0,395.0,0.0,45.10714286,105.7230271,5840.0,0.0,1591.666667,1915.908362,420.27385,0.49733506,2045992.614,3970955.614,10000000.0,4.0,117000000.0,4319317.741,4909828.295,10000000.0,4.0,112000000.0,3845226.621,4931813.479,10100000.0,10.0,0.0,0.0,0.0,0.0,572.0,744.0,0.240092788,0.257242272,0.0,5840.0,830.7288136,1565.218789,2449909.856,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,845.0517241,45.10714286,1591.666667,572.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,1263.0,30.0,47750.0,8192.0,1013.0,27.0,20.0,149527.1667,373107.8259,1334213.0,38651.0,9568937.417,1422670.672,10000000.0,5055809.0,0
443.0,5776193.0,8.0,8.0,377.0,5176.0,196.0,0.0,47.125,73.32011515,1460.0,0.0,647.0,696.7606681,961.3598438,2.769990546,385079.5333,1380361.252,5372850.0,4.0,5776193.0,825170.4286,2005932.772,5372850.0,4.0,274152.0,39164.57143,47487.00052,92617.0,47.0,0.0,0.0,0.0,0.0,172.0,168.0,1.384995273,1.384995273,0.0,1460.0,326.6470588,558.3863964,311795.3676,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,347.0625,47.125,647.0,172.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,377.0,8.0,5176.0,8192.0,4702.0,7.0,20.0,403339.0,0.0,403339.0,403339.0,5372850.0,0.0,5372850.0,5372850.0,0
80.0,5374734.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.744222877,1791578.0,3079552.919,5347505.0,66.0,5374734.0,2687367.0,3762003.237,5347505.0,27229.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,104.0,40.0,0.558167158,0.186055719,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,104.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,29200.0,28960.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
53.0,200.0,2.0,2.0,118.0,374.0,59.0,59.0,59.0,0.0,187.0,187.0,187.0,0.0,2460000.0,20000.0,66.66666667,109.4090185,193.0,3.0,3.0,3.0,0.0,3.0,3.0,4.0,4.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,64.0,64.0,10000.0,10000.0,59.0,187.0,110.2,70.10848736,4915.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,137.75,59.0,187.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,118.0,2.0,374.0,-1.0,-1.0,1.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
62546.0,1276368.0,7.0,2.0,11607.0,26.0,8760.0,0.0,1658.142857,3201.922153,20.0,6.0,13.0,9.899494937,9114.14263,7.051257944,159546.0,450839.9919,1275318.0,2.0,1276368.0,212728.0,520560.7088,1275318.0,2.0,82.0,82.0,0.0,82.0,82.0,0.0,0.0,0.0,0.0,164.0,40.0,5.484311735,1.56694621,0.0,8760.0,1163.3,2733.082592,7469740.456,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1292.555556,1658.142857,13.0,164.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,11607.0,2.0,26.0,8192.0,256.0,5.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
53.0,151.0,2.0,2.0,46.0,46.0,23.0,23.0,23.0,0.0,23.0,23.0,23.0,0.0,609271.5232,26490.06623,50.33333333,85.44783984,149.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,64.0,64.0,13245.03311,13245.03311,23.0,23.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,28.75,23.0,23.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,46.0,2.0,46.0,-1.0,-1.0,1.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
53.0,31134.0,4.0,4.0,176.0,240.0,44.0,44.0,44.0,0.0,60.0,60.0,60.0,0.0,13361.59825,256.9538126,4447.714286,11677.24579,30929.0,1.0,30936.0,10312.0,17854.84576,30929.0,3.0,183.0,61.0,67.44627492,134.0,1.0,0.0,0.0,0.0,0.0,80.0,80.0,128.4769063,128.4769063,44.0,60.0,51.11111111,8.432740427,71.11111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,57.5,44.0,60.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,176.0,4.0,240.0,-1.0,-1.0,3.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
53.0,226.0,2.0,2.0,176.0,432.0,88.0,88.0,88.0,0.0,216.0,216.0,216.0,0.0,2690265.48672566,17699.1150442478,75.3333333333,123.5529576066,218.0,4.0,4.0,4.0,0.0,4.0,4.0,4.0,4.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,64.0,64.0,8849.5575221239,8849.5575221239,88.0,216.0,139.2,70.1084873607,4915.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,174.0,88.0,216.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,176.0,2.0,432.0,-1.0,-1.0,1.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
80.0,115682160.0,16.0,14.0,449.0,913.0,449.0,0.0,28.0625,112.25,913.0,0.0,65.21428571,244.0095139,11.77363908,0.259331257,3989040.0,4982908.964,10200000.0,65.0,116000000.0,7712144.0,4372928.738,10200000.0,69.0,113000000.0,8655017.462,3833245.406,10200000.0,15279.0,0.0,0.0,0.0,0.0,520.0,456.0,0.138310004,0.121021253,0.0,913.0,43.93548387,180.3080578,32510.9957,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,45.4,28.0625,65.21428571,520.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,449.0,14.0,913.0,29200.0,939.0,1.0,32.0,18501.54545,11190.23145,52228.0,14976.0,10200000.0,48795.30136,10200000.0,10100000.0,0
443.0,47505.0,3.0,3.0,86.0,7.0,86.0,0.0,28.66666667,49.65212315,7.0,0.0,2.333333333,4.041451884,1957.688664,126.3024945,9501.0,12822.03065,23577.0,3.0,23925.0,11962.5,16406.99864,23564.0,361.0,23990.0,11995.0,16959.24904,23987.0,3.0,0.0,0.0,0.0,0.0,108.0,104.0,63.15124724,63.15124724,0.0,86.0,13.28571429,32.16993568,1034.904762,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,15.5,28.66666667,2.333333333,108.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,86.0,3.0,7.0,65535.0,57.0,1.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
443.0,32418.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92.54118083,16209.0,15590.29031,27233.0,5185.0,0.0,0.0,0.0,0.0,0.0,5185.0,5185.0,0.0,5185.0,5185.0,0.0,0.0,0.0,0.0,32.0,64.0,30.84706028,61.69412055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,252.0,77.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
443.0,305162.0,22.0,18.0,3747.0,14726.0,1368.0,0.0,170.3181818182,406.9329401129,1418.0,0.0,818.1111111111,688.31976913,60535.0600664565,131.0779192691,7824.6666666667,17285.8299913897,76992.0,1.0,305162.0,14531.5238095238,24763.4182043171,77115.0,1.0,258151.0,15185.3529411765,25877.9383620034,78207.0,2.0,0.0,0.0,0.0,0.0,716.0,584.0,72.092855598,58.9850636711,0.0,1418.0,450.5609756098,630.3627149816,397357.152439024,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,461.825,170.3181818182,818.1111111111,716.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,3747.0,18.0,14726.0,65535.0,404.0,8.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
443.0,52362349.0,124.0,160.0,5218.0,305611.0,596.0,0.0,42.08064516,111.0895483,4380.0,0.0,1910.06875,920.3813,5936.116426,5.423744454,185025.9682,1306027.593,10000000.0,0.0,52400000.0,425710.1545,1980054.322,10100000.0,3.0,52200000.0,328533.0629,1749649.229,10200000.0,2.0,0.0,0.0,0.0,0.0,2492.0,3260.0,2.368113776,3.055630678,0.0,4380.0,1090.62807,1158.504789,1342133.347,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1094.46831,42.08064516,1910.06875,2492.0,0.0,0.0,0.0,0.0,0.0,0.0,124.0,5218.0,160.0,305611.0,8192.0,330.0,123.0,20.0,572999.2,1000622.984,2362968.0,125348.0,9899451.8,252783.5885,10000000.0,9448796.0,0
443.0,323893.0,15.0,11.0,974.0,7387.0,469.0,0.0,64.9333333333,134.2659762596,1581.0,0.0,671.5454545455,745.9320831867,25814.0805759927,80.2734236306,12955.72,25936.3816666859,92530.0,2.0,323893.0,23135.2142857143,31724.2741910757,93147.0,3.0,261567.0,26156.7,43752.6484075853,110331.0,2.0,0.0,0.0,0.0,0.0,492.0,360.0,46.3115905561,33.9618330745,0.0,1581.0,309.6666666667,563.347071597,317359.923076923,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,321.5769230769,64.9333333333,671.5454545455,492.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,974.0,11.0,7387.0,65535.0,179.0,6.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
443.0,95468361.0,12.0,10.0,31.0,0.0,31.0,0.0,2.583333333,8.948929172,0.0,0.0,0.0,0.0,0.324714907,0.230442837,4546112.429,4965260.865,10000000.0,2.0,95500000.0,8678941.909,3247483.012,10000000.0,2.0,90400000.0,10000000.0,79.72156407,10000000.0,10000000.0,0.0,0.0,0.0,0.0,384.0,320.0,0.125696093,0.104746744,0.0,31.0,1.347826087,6.463946836,41.7826087,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.409090909,2.583333333,0.0,384.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,31.0,10.0,0.0,949.0,374.0,1.0,32.0,36477.0,52.74466798,36606.0,36444.0,10000000.0,50.25048369,10000000.0,10000000.0,0
53.0,25794.0,2.0,2.0,66.0,158.0,33.0,33.0,33.0,0.0,79.0,79.0,79.0,0.0,8684.190122,155.0748236,8598.0,14847.15734,25742.0,3.0,49.0,49.0,0.0,49.0,49.0,3.0,3.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,64.0,64.0,77.5374118,77.5374118,33.0,79.0,51.4,25.19523765,634.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,64.25,33.0,79.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,66.0,2.0,158.0,-1.0,-1.0,1.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
54352.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,500000.0,4.0,0.0,4.0,4.0,4.0,4.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,0.0,500000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,349.0,-1.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
443.0,4211454.0,5.0,1.0,123.0,46.0,46.0,0.0,24.6,23.27659769,46.0,46.0,46.0,0.0,40.12865865,1.424686106,842290.8,1775478.439,4017777.0,48.0,4211454.0,1052863.5,1977556.474,4017777.0,48.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,100.0,20.0,1.187238422,0.237447684,0.0,46.0,30.71428571,21.68497395,470.2380952,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,35.83333333,24.6,46.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,123.0,1.0,46.0,254.0,123.0,2.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
64437.0,80.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25000.0,80.0,0.0,80.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,32.0,12500.0,12500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,122.0,33304.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
53.0,185.0,2.0,2.0,72.0,136.0,36.0,36.0,36.0,0.0,68.0,68.0,68.0,0.0,1124324.324,21621.62162,61.66666667,100.7488627,178.0,3.0,3.0,3.0,0.0,3.0,3.0,4.0,4.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,40.0,64.0,10810.81081,10810.81081,36.0,68.0,48.8,17.52712184,307.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,61.0,36.0,68.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,72.0,2.0,136.0,-1.0,-1.0,1.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
53.0,343.0,2.0,2.0,82.0,254.0,41.0,41.0,41.0,0.0,127.0,127.0,127.0,0.0,979591.836734694,11661.8075801749,114.3333333333,191.9696156514,336.0,3.0,3.0,3.0,0.0,3.0,3.0,4.0,4.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,64.0,64.0,5830.9037900875,5830.9037900875,41.0,127.0,75.4,47.1041399454,2218.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,94.25,41.0,127.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,82.0,2.0,254.0,-1.0,-1.0,1.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
53.0,49793.0,2.0,2.0,62.0,180.0,31.0,31.0,31.0,0.0,90.0,90.0,90.0,0.0,4860.120901,80.33257687,16597.66667,28743.67187,49788.0,1.0,1.0,1.0,0.0,1.0,1.0,4.0,4.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,40.0,80.0,40.16628843,40.16628843,31.0,90.0,54.6,32.31563089,1044.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,68.25,31.0,90.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,62.0,2.0,180.0,-1.0,-1.0,1.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
53.0,216.0,2.0,2.0,74.0,106.0,37.0,37.0,37.0,0.0,53.0,53.0,53.0,0.0,833333.3333,18518.51852,72.0,117.7794549,208.0,4.0,4.0,4.0,0.0,4.0,4.0,4.0,4.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,64.0,64.0,9259.259259,9259.259259,37.0,53.0,43.4,8.76356092,76.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,54.25,37.0,53.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,74.0,2.0,106.0,-1.0,-1.0,1.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
53.0,30935.0,1.0,1.0,42.0,58.0,42.0,42.0,42.0,0.0,58.0,58.0,58.0,0.0,3232.584451,64.65168903,30935.0,0.0,30935.0,30935.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,20.0,32.32584451,32.32584451,42.0,58.0,47.33333333,9.237604307,85.33333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,71.0,42.0,58.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,42.0,1.0,58.0,-1.0,-1.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
53.0,139.0,2.0,2.0,86.0,142.0,43.0,43.0,43.0,0.0,71.0,71.0,71.0,0.0,1640287.77,28776.97842,46.33333333,75.05553499,133.0,3.0,3.0,3.0,0.0,3.0,3.0,3.0,3.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,64.0,64.0,14388.48921,14388.48921,43.0,71.0,54.2,15.33623161,235.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,67.75,43.0,71.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,86.0,2.0,142.0,-1.0,-1.0,1.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
53.0,60768.0,2.0,2.0,104.0,438.0,52.0,52.0,52.0,0.0,219.0,219.0,219.0,0.0,8919.167983,65.82411796,20256.0,35072.29693,60754.0,4.0,4.0,4.0,0.0,4.0,4.0,10.0,10.0,0.0,10.0,10.0,0.0,0.0,0.0,0.0,40.0,40.0,32.91205898,32.91205898,52.0,219.0,118.8,91.4696671,8366.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,148.5,52.0,219.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,104.0,2.0,438.0,-1.0,-1.0,1.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
443.0,95550.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.9314495,95550.0,0.0,95550.0,95550.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,32.0,10.46572475,10.46572475,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,304.0,254.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
60185.0,118.0,1.0,1.0,6.0,6.0,6.0,6.0,6.0,0.0,6.0,6.0,6.0,0.0,101694.9153,16949.15254,118.0,0.0,118.0,118.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,20.0,8474.576271,8474.576271,6.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,9.0,6.0,6.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,1.0,6.0,60.0,251.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
80.0,60047995.0,9.0,10.0,363.0,215.0,358.0,0.0,40.33333333,119.1259837,165.0,0.0,21.5,52.81256164,9.625633629,0.316413562,3335999.722,4834446.347,10000000.0,1.0,50100000.0,6268638.875,5177597.171,10000000.0,410.0,60000000.0,6669362.444,4996167.159,10000000.0,1.0,0.0,0.0,0.0,0.0,192.0,272.0,0.149880108,0.166533454,0.0,358.0,28.9,86.20349242,7431.042105,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,30.42105263,40.33333333,21.5,192.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,363.0,10.0,215.0,8192.0,60.0,6.0,20.0,28619.8,11018.35079,48330.0,23668.0,10000000.0,767.6697206,10000000.0,10000000.0,0
63615.0,37.0,1.0,1.0,6.0,6.0,6.0,6.0,6.0,0.0,6.0,6.0,6.0,0.0,324324.324324324,54054.0540540541,37.0,0.0,37.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,20.0,27027.027027027,27027.027027027,6.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,9.0,6.0,6.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,1.0,6.0,330.0,255.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
